Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Condition,Measure ID,Measure Name,Score,Sample,Footnote,Measure Start Date,Measure End Date,Location
370032,DEACONESS HOSPITAL,5501 NORTH PORTLAND AVENUE,OKLAHOMA CITY,OK,73112,OKLAHOMA,4056046109,Emergency Department,OP_20,Door to diagnostic eval,22,418,,04/01/2013,03/31/2014,"5501 NORTH PORTLAND AVENUE
OKLAHOMA CITY, OK 73112
(35.52665354100003, -97.58345098899997)"
050315,KERN MEDICAL CENTER,1700 MOUNT VERNON AVENUE,BAKERSFIELD,CA,93306,KERN,6613262000,Emergency Department,OP_20,Door to diagnostic eval,82,378,,04/01/2013,03/31/2014,"1700 MOUNT VERNON AVENUE
BAKERSFIELD, CA 93306
(35.37991394200003, -118.96758163499999)"
450097,BAYSHORE MEDICAL CENTER,4000 SPENCER HWY,PASADENA,TX,77504,HARRIS,7133591000,Emergency Department,OP_20,Door to diagnostic eval,14,479,,04/01/2013,03/31/2014,"4000 SPENCER HWY
PASADENA, TX 77504
(29.665153144000044, -95.18371238199995)"
330033,"CHENANGO MEMORIAL HOSPITAL, INC",179 NORTH BROAD STREET,NORWICH,NY,13815,CHENANGO,6073354111,Emergency Department,OP_20,Door to diagnostic eval,16,462,,04/01/2013,03/31/2014,"179 NORTH BROAD STREET
NORWICH, NY 13815
(42.54177280700003, -75.52474696399997)"
100132,SOUTH FLORIDA BAPTIST HOSPITAL,301 N ALEXANDER ST,PLANT CITY,FL,33563,HILLSBOROUGH,8137571200,Emergency Department,OP_20,Door to diagnostic eval,34,409,,04/01/2013,03/31/2014,"301 N ALEXANDER ST
PLANT CITY, FL 33563
(28.015960755000037, -82.13796193499996)"
531316,MEMORIAL HOSPITAL OF CARBON COUNTY,2221 WEST ELM STREET,RAWLINS,WY,82301,CARBON,3073242221,Emergency Department,OP_20,Door to diagnostic eval,Not Available,Not Available,5 - Results are not available for this reporting period.,04/01/2013,03/31/2014,"2221 WEST ELM STREET
RAWLINS, WY 82301
(41.78670187900008, -107.26091133099999)"
370112,SEQUOYAH COUNTY CITY OF SALLISAW HOSPITAL AUTHORIT,213 EAST REDWOOD,SALLISAW,OK,74955,SEQUOYAH,9187741100,Emergency Department,OP_20,Door to diagnostic eval,22,470,,04/01/2013,03/31/2014,"213 EAST REDWOOD
SALLISAW, OK 74955
(35.46349027600007, -94.78878747399995)"
360152,DOCTORS HOSPITAL,5100 WEST  BROAD STREET,COLUMBUS,OH,43228,FRANKLIN,6145441000,Emergency Department,OP_20,Door to diagnostic eval,23,423,,04/01/2013,03/31/2014,"5100 WEST BROAD STREET
COLUMBUS, OH 43228
(39.95186847900004, -83.13775192699995)"
230216,PORT HURON HOSPITAL,1221 PINE GROVE AVE,PORT HURON,MI,48060,SAINT CLAIR,8109875000,Emergency Department,OP_20,Door to diagnostic eval,24,449,,04/01/2013,03/31/2014,"1221 PINE GROVE AVE
PORT HURON, MI 48060
(42.98703386700004, -82.42804685499993)"
161314,GUTHRIE COUNTY HOSPITAL,710 NORTH 12TH STREET,GUTHRIE CENTER,IA,50115,GUTHRIE,6413322201,Emergency Department,OP_20,Door to diagnostic eval,Not Available,Not Available,5 - Results are not available for this reporting period.,04/01/2013,03/31/2014,"710 NORTH 12TH STREET
GUTHRIE CENTER, IA 50115
(41.683313800000064, -94.49432472999996)"
140103,ST BERNARD HOSPITAL,326 W 64TH ST,CHICAGO,IL,60621,COOK,7739623900,Emergency Department,OP_20,Door to diagnostic eval,26,397,,04/01/2013,03/31/2014,"326 W 64TH ST
CHICAGO, IL 60621
(41.778140317000066, -87.63324695299997)"
210008,MERCY MEDICAL CENTER INC,301 SAINT PAUL PLACE,BALTIMORE,MD,21202,BALTIMORE CITY,4103329237,Emergency Department,OP_20,Door to diagnostic eval,50,81,3 - Results are based on a shorter time period than required.,04/01/2013,03/31/2014,"301 SAINT PAUL PLACE
BALTIMORE, MD 21202
(39.29255356600004, -76.61351500599994)"
291311,DESERT VIEW REGIONAL MEDICAL CENTER,360 SOUTH LOLA LANE,PAHRUMP,NV,89048,NYE,7757517500,Emergency Department,OP_20,Door to diagnostic eval,Not Available,Not Available,5 - Results are not available for this reporting period.,04/01/2013,03/31/2014,"360 SOUTH LOLA LANE
PAHRUMP, NV 89048
(36.21431105200003, -116.02339327299995)"
050376,LAC/HARBOR-UCLA MED CENTER,1000 W CARSON ST,TORRANCE,CA,90509,LOS ANGELES,3102222101,Emergency Department,OP_20,Door to diagnostic eval,45,381,,04/01/2013,03/31/2014,"1000 W CARSON ST
TORRANCE, CA 90509
(33.83155528900005, -118.29357752399994)"
010168,JACK HUGHSTON MEMORIAL HOSPITAL,4401 RIVER CHASE DRIVE,PHENIX CITY,AL,36867,RUSSELL,3347323000,Emergency Department,OP_20,Door to diagnostic eval,41,459,,04/01/2013,03/31/2014,"4401 RIVER CHASE DRIVE
PHENIX CITY, AL 36867
(32.509125106000056, -85.00575018799998)"
050090,SONOMA VALLEY HOSPITAL,347 ANDRIEUX ST,SONOMA,CA,95476,SONOMA,7079355000,Emergency Department,OP_20,Door to diagnostic eval,14,107,,04/01/2013,03/31/2014,"347 ANDRIEUX ST
SONOMA, CA 95476
(38.28845288800005, -122.465262785)"
280065,GREAT PLAINS HEALTH,601 WEST LEOTA ST,NORTH PLATTE,NE,69101,LINCOLN,3086968000,Emergency Department,OP_20,Door to diagnostic eval,14,423,,04/01/2013,03/31/2014,"601 WEST LEOTA ST
NORTH PLATTE, NE 69101
(41.120794782000075, -100.77149371299998)"
451301,REAGAN MEMORIAL HOSPITAL,805 NORTH MAIN,BIG LAKE,TX,76932,REAGAN,3258442561,Emergency Department,OP_20,Door to diagnostic eval,Not Available,Not Available,5 - Results are not available for this reporting period.,04/01/2013,03/31/2014,"805 NORTH MAIN
BIG LAKE, TX 76932
(31.197585720000063, -101.46171618399995)"
230017,BRONSON METHODIST HOSPITAL,601 JOHN STREET 42,KALAMAZOO,MI,49007,KALAMAZOO,2693416000,Emergency Department,OP_20,Door to diagnostic eval,27,419,,04/01/2013,03/31/2014,"601 JOHN STREET 42
KALAMAZOO, MI 49007
(42.284874556000034, -85.58190517099996)"
161327,DAVIS COUNTY HOSPITAL,509 NORTH MADISON STREET,BLOOMFIELD,IA,52537,DAVIS,6416642145,Emergency Department,OP_20,Door to diagnostic eval,Not Available,Not Available,5 - Results are not available for this reporting period.,04/01/2013,03/31/2014,"509 NORTH MADISON STREET
BLOOMFIELD, IA 52537
(40.75849024900003, -92.41506161399997)"
440017,WELLMONT HOLSTON VALLEY MEDICAL CENTER,130 WEST RAVINE ROAD,KINGSPORT,TN,37662,SULLIVAN,4232244000,Emergency Department,OP_20,Door to diagnostic eval,53,380,,04/01/2013,03/31/2014,"130 WEST RAVINE ROAD
KINGSPORT, TN 37662
(36.552888636000034, -82.55386066499995)"
371326,INTEGRIS MARSHALL COUNTY MEDICAL CENTER,901 S 5TH AVE,MADILL,OK,73446,MARSHALL,5807953384,Emergency Department,OP_20,Door to diagnostic eval,21,728,,04/01/2013,03/31/2014,"901 S 5TH AVE
MADILL, OK 73446
(34.08178843700006, -96.77836787699994)"
040015,MENA REGIONAL HEALTH SYSTEM,311 NORTH MORROW STREET,MENA,AR,71953,POLK,4793946100,Emergency Department,OP_20,Door to diagnostic eval,20,455,,04/01/2013,03/31/2014,"311 NORTH MORROW STREET
MENA, AR 71953
(34.58906940500003, -94.22244717999996)"
100254,CAPITAL REGIONAL MEDICAL CENTER,2626 CAPITAL MEDICAL BLVD,TALLAHASSEE,FL,32308,LEON,8506565000,Emergency Department,OP_20,Door to diagnostic eval,13,532,,04/01/2013,03/31/2014,"2626 CAPITAL MEDICAL BLVD
TALLAHASSEE, FL 32308
(30.474733108000066, -84.23155889599997)"
450389,EAST TEXAS MEDICAL CENTER ATHENS,2000 SOUTH PALESTINE,ATHENS,TX,75751,HENDERSON,9036761000,Emergency Department,OP_20,Door to diagnostic eval,31,389,,04/01/2013,03/31/2014,"2000 SOUTH PALESTINE
ATHENS, TX 75751
(32.17073996600004, -95.84364004699995)"
250079,SHARKEY ISSAQUENA COMMUNITY HOSPITAL,47 SOUTH 4 ST,ROLLING FORK,MS,39159,SHARKEY,6628734395,Emergency Department,OP_20,Door to diagnostic eval,Not Available,Not Available,5 - Results are not available for this reporting period.,04/01/2013,03/31/2014,"47 SOUTH 4 ST
ROLLING FORK, MS 39159
(32.90476870500004, -90.88500809099997)"
420030,COLLETON MEDICAL CENTER,501 ROBERTSON BOULEVARD,WALTERBORO,SC,29488,COLLETON,8437822000,Emergency Department,OP_20,Door to diagnostic eval,13,533,,04/01/2013,03/31/2014,"501 ROBERTSON BOULEVARD
WALTERBORO, SC 29488
(32.92184782600003, -80.67054717499997)"
180043,MEMORIAL HOSPITAL,210 MARIE LANGDON DRIVE,MANCHESTER,KY,40962,CLAY,6065985104,Emergency Department,OP_20,Door to diagnostic eval,46,296,,04/01/2013,03/31/2014,"210 MARIE LANGDON DRIVE
MANCHESTER, KY 40962
(37.16230223600007, -83.76126112499998)"
131324,LOST RIVERS MEDICAL CENTER,551 HIGHLAND DRIVE,ARCO,ID,83213,BUTTE,2085278206,Emergency Department,OP_20,Door to diagnostic eval,Not Available,Not Available,"1 - The number of cases/patients is too few to report., 3 - Results are based on a shorter time period than required.",04/01/2013,03/31/2014,"551 HIGHLAND DRIVE
ARCO, ID 83213
(43.63780785600005, -113.29612304199998)"
150179,FAIRBANKS,8102 CLEARVISTA PARKWAY,INDIANAPOLIS,IN,46256,MARION,3178498222,Emergency Department,OP_20,Door to diagnostic eval,Not Available,Not Available,5 - Results are not available for this reporting period.,04/01/2013,03/31/2014,"8102 CLEARVISTA PARKWAY
INDIANAPOLIS, IN 46256
(39.90283658300007, -86.03938881599998)"
360174,UPPER VALLEY MEDICAL CENTER,3130 NORTH COUNTY ROAD 25A,TROY,OH,45373,MIAMI,9374407853,Emergency Department,OP_20,Door to diagnostic eval,36,436,,04/01/2013,03/31/2014,"3130 NORTH COUNTY ROAD 25A
TROY, OH 45373
(40.08664166500006, -84.22322444199995)"
170058,MERCY HOSPITAL-FORT SCOTT,401 WOODLAND HILLS BLVD,FORT SCOTT,KS,66701,BOURBON,6202237057,Emergency Department,OP_20,Door to diagnostic eval,14,380,,04/01/2013,03/31/2014,"401 WOODLAND HILLS BLVD
FORT SCOTT, KS 66701
(37.80538012900007, -94.70625447899994)"
050528,MEMORIAL HOSPITAL LOS BANOS,520 WEST I ST,LOS BANOS,CA,93635,MERCED,2098260591,Emergency Department,OP_20,Door to diagnostic eval,28,422,,04/01/2013,03/31/2014,"520 WEST I ST
LOS BANOS, CA 93635
(37.063397562000034, -120.85995100399998)"
190118,DESOTO REGIONAL HEALTH SYSTEM,207 JEFFERSON STREET,MANSFIELD,LA,71052,DE SOTO,3188724610,Emergency Department,OP_20,Door to diagnostic eval,15,333,,04/01/2013,03/31/2014,"207 JEFFERSON STREET
MANSFIELD, LA 71052
(32.03694530300004, -93.70910680199995)"
160024,IOWA LUTHERAN HOSPITAL,700 EAST UNIVERSITY AVENUE,DES MOINES,IA,50316,POLK,5152635612,Emergency Department,OP_20,Door to diagnostic eval,40,240,,04/01/2013,03/31/2014,"700 EAST UNIVERSITY AVENUE
DES MOINES, IA 50316
(41.60040811300007, -93.61018108599995)"
140091,THE CARLE FOUNDATION HOSPITAL,611 WEST PARK STREET,URBANA,IL,61801,CHAMPAIGN,2173833311,Emergency Department,OP_20,Door to diagnostic eval,17,171,,04/01/2013,03/31/2014,"611 WEST PARK STREET
URBANA, IL 61801
(40.117402980000065, -88.21442098999995)"
260001,MERCY HOSPITAL JOPLIN,2817 ST JOHNS BLVD,JOPLIN,MO,64804,JASPER,4177812727,Emergency Department,OP_20,Door to diagnostic eval,26,395,,04/01/2013,03/31/2014,"2817 ST JOHNS BLVD
JOPLIN, MO 64804
(37.05863068200006, -94.52768341199999)"
381325,GOOD SHEPHERD MEDICAL CENTER,610 NW 11TH STREET,HERMISTON,OR,97838,UMATILLA,5416673400,Emergency Department,OP_20,Door to diagnostic eval,26,98,3 - Results are based on a shorter time period than required.,04/01/2013,03/31/2014,"610 NW 11TH STREET
HERMISTON, OR 97838
(45.84564938500006, -119.31090053499997)"
490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,GALAX CITY,2762368181,Emergency Department,OP_20,Door to diagnostic eval,15,428,,04/01/2013,03/31/2014,"200 HOSPITAL DRIVE
GALAX, VA 24333
(36.67174301700004, -80.92377995099997)"
441314,LAUDERDALE COMMUNITY HOSPITAL,326 ASBURY AVENUE,RIPLEY,TN,38063,LAUDERDALE,7312212200,Emergency Department,OP_20,Door to diagnostic eval,Not Available,Not Available,5 - Results are not available for this reporting period.,04/01/2013,03/31/2014,"326 ASBURY AVENUE
RIPLEY, TN 38063
(35.74660332000008, -89.55081093699994)"
061301,RIO GRANDE HOSPITAL,310 COUNTY RD 14,DEL NORTE,CO,81132,RIO GRANDE,7196572510,Emergency Department,OP_20,Door to diagnostic eval,0,18,3 - Results are based on a shorter time period than required.,04/01/2013,03/31/2014,"310 COUNTY RD 14
DEL NORTE, CO 81132
(37.67477822600006, -106.36419291599998)"
351311,LISBON AREA HEALTH SERVICES,905 MAIN ST,LISBON,ND,58054,RANSOM,7016835241,Emergency Department,OP_20,Door to diagnostic eval,17,193,3 - Results are based on a shorter time period than required.,04/01/2013,03/31/2014,"905 MAIN ST
LISBON, ND 58054
(46.437458313000036, -97.68138755099994)"
010049,MEDICAL CENTER ENTERPRISE,400 N EDWARDS STREET,ENTERPRISE,AL,36330,COFFEE,3343470584,Emergency Department,OP_20,Door to diagnostic eval,36,463,,04/01/2013,03/31/2014,"400 N EDWARDS STREET
ENTERPRISE, AL 36330
(31.318719619000035, -85.85572776899994)"
640001,LBJ TROPICAL MEDICAL CENTER,FAGAALU VILLAGE,PAGO PAGO,AS,96799,,6846334590,Emergency Department,OP_20,Door to diagnostic eval,Not Available,Not Available,5 - Results are not available for this reporting period.,04/01/2013,03/31/2014,"FAGAALU VILLAGE
PAGO PAGO, AS 96799
(0.000001918000066325476, -0.0000012069999684172217)"
251323,SCOTT REGIONAL HOSPITAL CAH,317 HIGHWAY 13 SOUTH,MORTON,MS,39117,SCOTT,6017326301,Emergency Department,OP_20,Door to diagnostic eval,Not Available,Not Available,5 - Results are not available for this reporting period.,04/01/2013,03/31/2014,"317 HIGHWAY 13 SOUTH
MORTON, MS 39117
(32.34475622000008, -89.67130364699995)"
231330,MARLETTE REGIONAL HOSPITAL,2770 MAIN STREET,MARLETTE,MI,48453,SANILAC,9896354000,Emergency Department,OP_20,Door to diagnostic eval,12,409,,04/01/2013,03/31/2014,"2770 MAIN STREET
MARLETTE, MI 48453
(43.33401916400004, -83.08082226599998)"
050136,PETALUMA VALLEY HOSPITAL,400 N MCDOWELL BLVD,PETALUMA,CA,94954,SONOMA,7077781111,Emergency Department,OP_20,Door to diagnostic eval,26,318,,04/01/2013,03/31/2014,"400 N MCDOWELL BLVD
PETALUMA, CA 94954
(38.25322532800004, -122.63301542899995)"
340024,SAMPSON REGIONAL MEDICAL CENTER,607 BEAMAN ST,CLINTON,NC,28328,SAMPSON,9105928511,Emergency Department,OP_20,Door to diagnostic eval,17,476,,04/01/2013,03/31/2014,"607 BEAMAN ST
CLINTON, NC 28328
(35.00590850400005, -78.32296079899999)"
450422,BAYLOR MEDICAL CENTER AT UPTOWN,2727 EAST LEMMON AVENUE BUILDING I,DALLAS,TX,75204,DALLAS,2144433000,Emergency Department,OP_20,Door to diagnostic eval,9,271,,04/01/2013,03/31/2014,"2727 EAST LEMMON AVENUE BUILDING I
DALLAS, TX 75204
(32.80375096900008, -96.79415057499995)"
050709,DESERT VALLEY HOSPITAL,16850 BEAR VALLEY RD,VICTORVILLE,CA,92395,SAN BERNARDINO,7602418000,Emergency Department,OP_20,Door to diagnostic eval,58,392,,04/01/2013,03/31/2014,"16850 BEAR VALLEY RD
VICTORVILLE, CA 92395
(34.47092825500005, -117.29778008799997)"
240132,UNITY HOSPITAL,550 OSBORNE ROAD,FRIDLEY,MN,55432,ANOKA,7632365000,Emergency Department,OP_20,Door to diagnostic eval,18,404,,04/01/2013,03/31/2014,"550 OSBORNE ROAD
FRIDLEY, MN 55432
(45.10790210500005, -93.25689032899999)"
030103,MAYO CLINIC HOSPITAL,5777 EAST MAYO BOULEVARD,PHOENIX,AZ,85054,MARICOPA,4803422000,Emergency Department,OP_20,Door to diagnostic eval,34,182,,04/01/2013,03/31/2014,"5777 EAST MAYO BOULEVARD
PHOENIX, AZ 85054
(33.66284454100003, -111.95445227099998)"
520194,ORTHOPAEDIC HOSPITAL OF WISCONSIN,475 W RIVER WOODS PKWY,GLENDALE,WI,53212,MILWAUKEE,4149616800,Emergency Department,OP_20,Door to diagnostic eval,Not Available,Not Available,5 - Results are not available for this reporting period.,04/01/2013,03/31/2014,"475 W RIVER WOODS PKWY
GLENDALE, WI 53212
(43.097842118000074, -87.91240216499995)"
110203,WESLEY WOODS GERIATRIC HOSPITAL,"1821 CLIFTON ROAD, NE",ATLANTA,GA,30329,DEKALB,4047286250,Emergency Department,OP_20,Door to diagnostic eval,Not Available,Not Available,5 - Results are not available for this reporting period.,04/01/2013,03/31/2014,"1821 CLIFTON ROAD, NE
ATLANTA, GA 30329
(33.803019438000035, -84.33308766599998)"
390145,EXCELA HEALTH WESTMORELAND HOSPITAL,532 WEST PITTSBURGH STREET,GREENSBURG,PA,15601,WESTMORELAND,4128325050,Emergency Department,OP_20,Door to diagnostic eval,10,504,,04/01/2013,03/31/2014,"532 WEST PITTSBURGH STREET
GREENSBURG, PA 15601
(40.301284112000076, -79.55560735699999)"
140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,150 W HIGH ST,MORRIS,IL,60450,GRUNDY,8159422932,Emergency Department,OP_20,Door to diagnostic eval,20,330,,04/01/2013,03/31/2014,"150 W HIGH ST
MORRIS, IL 60450
(41.368965616000025, -88.42611751799996)"
370040,EASTERN OKLAHOMA MEDICAL CENTER,105 WALL STREET,POTEAU,OK,74953,LE FLORE,9186478161,Emergency Department,OP_20,Door to diagnostic eval,33,1234,,04/01/2013,03/31/2014,"105 WALL STREET
POTEAU, OK 74953
(35.04447176200006, -94.61219089899998)"
220020,SAINT ANNE'S HOSPITAL,795 MIDDLE STREET,FALL RIVER,MA,02721,BRISTOL,5086745600,Emergency Department,OP_20,Door to diagnostic eval,62,402,,04/01/2013,03/31/2014,"795 MIDDLE STREET
FALL RIVER, MA 02721
(41.69328317900005, -71.16385577599993)"
230195,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,11800 EAST TWELVE MILE ROAD,WARREN,MI,48093,MACOMB,5865735000,Emergency Department,OP_20,Door to diagnostic eval,18,428,,04/01/2013,03/31/2014,"11800 EAST TWELVE MILE ROAD
WARREN, MI 48093
(42.50713175900006, -83.00501943199998)"
181301,MARCUM AND WALLACE MEMORIAL HOSPITAL,60 MERCY COURT,IRVINE,KY,40336,ESTILL,6067232115,Emergency Department,OP_20,Door to diagnostic eval,Not Available,Not Available,5 - Results are not available for this reporting period.,04/01/2013,03/31/2014,"60 MERCY COURT
IRVINE, KY 40336
(37.70616686100004, -83.97750264999996)"
281356,PERKINS COUNTY HEALTH SERVICES,900 LINCOLN AVE,GRANT,NE,69140,PERKINS,3083527200,Emergency Department,OP_20,Door to diagnostic eval,Not Available,Not Available,5 - Results are not available for this reporting period.,04/01/2013,03/31/2014,"900 LINCOLN AVE
GRANT, NE 69140
(40.84800988400008, -101.72693371599996)"
241368,CENTRACARE HEALTH SYSTEM - SAUK CENTRE,425 NORTH ELM STREET,SAUK CENTRE,MN,56378,STEARNS,3203522221,Emergency Department,OP_20,Door to diagnostic eval,Not Available,Not Available,5 - Results are not available for this reporting period.,04/01/2013,03/31/2014,"425 NORTH ELM STREET
SAUK CENTRE, MN 56378
(45.74868648800003, -94.95441748699994)"
670073,METHODIST HOSPITAL FOR SURGERY,17101 DALLAS PARKWAY,ADDISON,TX,75001,DALLAS,4692483900,Emergency Department,OP_20,Door to diagnostic eval,20,284,,04/01/2013,03/31/2014,"17101 DALLAS PARKWAY
ADDISON, TX 75001
(32.98511155500006, -96.82885333699994)"
440231,TRUSTPOINT HOSPITAL,1009 NORTH THOMPSON LANE,MURFREESBORO,TN,37129,RUTHERFORD,6155771111,Emergency Department,OP_20,Door to diagnostic eval,Not Available,Not Available,5 - Results are not available for this reporting period.,04/01/2013,03/31/2014,"1009 NORTH THOMPSON LANE
MURFREESBORO, TN 37129
(35.87962801000003, -86.42299714599994)"
251303,STONE COUNTY HOSPITAL,1434 EAST CENTRAL AVENUE,WIGGINS,MS,39577,STONE,6019286600,Emergency Department,OP_20,Door to diagnostic eval,Not Available,Not Available,5 - Results are not available for this reporting period.,04/01/2013,03/31/2014,"1434 EAST CENTRAL AVENUE
WIGGINS, MS 39577
(30.84600407100004, -89.11646752499996)"
340016,HARRIS REGIONAL HOSPITAL,68 HOSPITAL RD,SYLVA,NC,28779,JACKSON,8285867000,Emergency Department,OP_20,Door to diagnostic eval,26,384,,04/01/2013,03/31/2014,"68 HOSPITAL RD
SYLVA, NC 28779
(35.38451054300003, -83.20300527799998)"
360155,SOUTHWEST GENERAL HEALTH CENTER,18697 BAGLEY ROAD,MIDDLEBURG HEIGHTS,OH,44130,CUYAHOGA,4408168000,Emergency Department,OP_20,Door to diagnostic eval,24,422,,04/01/2013,03/31/2014,"18697 BAGLEY ROAD
MIDDLEBURG HEIGHTS, OH 44130
(41.372053512000036, -81.83292182699995)"
140172,FRANCISCAN ST JAMES HEALTH,20201 S CRAWFORD AVENUE,OLYMPIA FIELDS,IL,60461,COOK,7087474000,Emergency Department,OP_20,Door to diagnostic eval,36,748,,04/01/2013,03/31/2014,"20201 S CRAWFORD AVENUE
OLYMPIA FIELDS, IL 60461
(41.52247276300005, -87.71321975399997)"
161352,CLARINDA REGIONAL HEALTH CENTER,220 ESSIE DAVISON DRIVE,CLARINDA,IA,51632,PAGE,7125422176,Emergency Department,OP_20,Door to diagnostic eval,Not Available,Not Available,5 - Results are not available for this reporting period.,04/01/2013,03/31/2014,"220 ESSIE DAVISON DRIVE
CLARINDA, IA 51632
(40.72346843300005, -95.04201385699997)"
050732,FRESNO HEART AND SURGICAL HOSPITAL,15 EAST AUDUBON DRIVE,FRESNO,CA,93720,FRESNO,5594338000,Emergency Department,OP_20,Door to diagnostic eval,Not Available,Not Available,5 - Results are not available for this reporting period.,04/01/2013,03/31/2014,"15 EAST AUDUBON DRIVE
FRESNO, CA 93720
(36.86091933600005, -119.78885538799994)"
380027,MERCY MEDICAL CENTER,2700 NW STEWART PARKWAY,ROSEBURG,OR,97471,DOUGLAS,5416730611,Emergency Department,OP_20,Door to diagnostic eval,15,465,,04/01/2013,03/31/2014,"2700 NW STEWART PARKWAY
ROSEBURG, OR 97471
(43.23991616100005, -123.36684610299994)"
100063,MORTON PLANT NORTH BAY HOSPITAL,6600 MADISON ST,NEW PORT RICHEY,FL,34652,PASCO,7278428468,Emergency Department,OP_20,Door to diagnostic eval,45,380,,04/01/2013,03/31/2014,"6600 MADISON ST
NEW PORT RICHEY, FL 34652
(28.253860859000042, -82.71542911899996)"
050457,ST MARY'S MEDICAL CENTER,450 STANYAN ST,SAN FRANCISCO,CA,94117,SAN FRANCISCO,4156681000,Emergency Department,OP_20,Door to diagnostic eval,13,407,,04/01/2013,03/31/2014,"450 STANYAN ST
SAN FRANCISCO, CA 94117
(37.77365715900004, -122.45441520399999)"
060009,EXEMPLA LUTHERAN MEDICAL CENTER,8300 W 38TH AVE,WHEAT RIDGE,CO,80033,JEFFERSON,3034254500,Emergency Department,OP_20,Door to diagnostic eval,17,384,,04/01/2013,03/31/2014,"8300 W 38TH AVE
WHEAT RIDGE, CO 80033
(39.76933321200005, -105.08966076499996)"
330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NEW YORK,2122417981,Emergency Department,OP_20,Door to diagnostic eval,45,812,,04/01/2013,03/31/2014,"ONE GUSTAVE L LEVY PLACE
NEW YORK, NY 10029
(40.789277740000045, -73.95472707699997)"
050191,ST MARY MEDICAL CENTER,1050 LINDEN AVE,LONG BEACH,CA,90813,LOS ANGELES,5624919000,Emergency Department,OP_20,Door to diagnostic eval,15,378,,04/01/2013,03/31/2014,"1050 LINDEN AVE
LONG BEACH, CA 90813
(33.78024016400008, -118.18664682299999)"
520021,UNITED HOSPITAL SYSTEM,6308 EIGHTH AVE,KENOSHA,WI,53143,KENOSHA,2626562011,Emergency Department,OP_20,Door to diagnostic eval,27,383,,04/01/2013,03/31/2014,"6308 EIGHTH AVE
KENOSHA, WI 53143
(42.57730917900005, -87.81929779399997)"
201303,PENOBSCOT VALLEY HOSPITAL,"7 TRANSALPINE ROAD, PO BOX 368",LINCOLN,ME,04457,PENOBSCOT,2077943321,Emergency Department,OP_20,Door to diagnostic eval,25,344,3 - Results are based on a shorter time period than required.,04/01/2013,03/31/2014,"7 TRANSALPINE ROAD, PO BOX 368
LINCOLN, ME 04457
(45.34870826300005, -68.51631546399994)"
031309,SAGE MEMORIAL HOSPITAL,STATE ROUTE 264 SOUTH 191 PO BOX 457,GANADO,AZ,86505,APACHE,9287554559,Emergency Department,OP_20,Door to diagnostic eval,Not Available,Not Available,5 - Results are not available for this reporting period.,04/01/2013,03/31/2014,"STATE ROUTE 264 SOUTH 191 PO BOX 457
GANADO, AZ 86505
(35.657215689000054, -109.08917660499998)"
061327,SOUTHWEST MEMORIAL HOSPITAL,1311 N MILDRED RD,CORTEZ,CO,81321,MONTEZUMA,9705656666,Emergency Department,OP_20,Door to diagnostic eval,Not Available,Not Available,5 - Results are not available for this reporting period.,04/01/2013,03/31/2014,"1311 N MILDRED RD
CORTEZ, CO 81321
(37.362210739000034, -108.57274481899998)"
160032,SKIFF MEDICAL CENTER,204 NORTH 4TH AVENUE EAST,NEWTON,IA,50208,JASPER,6417921273,Emergency Department,OP_20,Door to diagnostic eval,24,359,,04/01/2013,03/31/2014,"204 NORTH 4TH AVENUE EAST
NEWTON, IA 50208
(41.702408099000024, -93.05196046499998)"
450475,ETMC HENDERSON,300 WILSON STREET,HENDERSON,TX,75652,RUSK,9036577541,Emergency Department,OP_20,Door to diagnostic eval,19,405,,04/01/2013,03/31/2014,"300 WILSON STREET
HENDERSON, TX 75652
(32.16161194100005, -94.79632731399994)"
060020,PARKVIEW MEDICAL CENTER INC,400 W 16TH STREET,PUEBLO,CO,81003,PUEBLO,7195844000,Emergency Department,OP_20,Door to diagnostic eval,36,398,,04/01/2013,03/31/2014,"400 W 16TH STREET
PUEBLO, CO 81003
(38.281690695000066, -104.61188574499994)"
391312,PENN HIGHLANDS BROOKVILLE,100 HOSPITAL ROAD,BROOKVILLE,PA,15825,JEFFERSON,8148492312,Emergency Department,OP_20,Door to diagnostic eval,8,99,3 - Results are based on a shorter time period than required.,04/01/2013,03/31/2014,"100 HOSPITAL ROAD
BROOKVILLE, PA 15825
(41.15616305700007, -79.09293238199996)"
361313,MORROW COUNTY HOSPITAL,651 WEST MARION ROAD,MOUNT GILEAD,OH,43338,MORROW,4199465015,Emergency Department,OP_20,Door to diagnostic eval,Not Available,Not Available,5 - Results are not available for this reporting period.,04/01/2013,03/31/2014,"651 WEST MARION ROAD
MOUNT GILEAD, OH 43338
(40.54917334700008, -82.84916525099999)"
230133,OTSEGO MEMORIAL HOSPITAL,825 N CENTER AVE,GAYLORD,MI,49735,OTSEGO,9897312100,Emergency Department,OP_20,Door to diagnostic eval,9,379,,04/01/2013,03/31/2014,"825 N CENTER AVE
GAYLORD, MI 49735
(45.03532909200004, -84.67391988499998)"
